Date,Channel,Campaign,Visitors,Leads,MQLs,SQLs,Customers,Spend (USD),Revenue (USD)
2025-04-15,Paid Search,Competitor Keywords,89,5,1,0,0,286.7,0.0
2025-04-15,Paid Search,Generic Keywords,333,20,6,3,0,806.94,0.0
2025-04-15,Paid Social,Facebook Prospecting,511,16,4,1,0,356.83,0.0
2025-04-15,Paid Social,Instagram Prospecting,388,7,1,1,0,278.25,0.0
2025-04-15,Paid Social,LinkedIn ABM,89,14,4,3,0,384.28,0.0
2025-04-15,Referral,Customer Referral Program,49,10,7,6,4,15.69,7206.99
2025-04-15,Referral,Partner Program,43,5,4,3,3,21.93,4657.89
2025-04-16,Direct,Direct/Brand,247,10,5,3,2,0.0,3185.37
2025-04-16,Email,Drip Nurture,110,22,12,9,4,2.0,6701.58
2025-04-16,Email,Newsletter,197,23,12,6,1,4.06,1241.55
2025-04-16,Organic Search,Blog SEO,405,29,15,10,4,21.95,6164.03
2025-04-16,Organic Search,Product Pages SEO,255,18,7,5,1,12.4,1509.7
2025-04-16,Paid Search,Brand Keywords,144,11,7,4,0,295.45,0.0
2025-04-16,Paid Search,Competitor Keywords,107,12,6,3,1,381.49,1990.62
2025-04-16,Paid Search,Generic Keywords,312,30,15,5,1,706.76,1436.58
2025-04-16,Paid Social,Facebook Prospecting,485,15,1,0,0,303.37,0.0
2025-04-16,Paid Social,Instagram Prospecting,355,8,2,1,0,253.8,0.0
2025-04-16,Paid Social,LinkedIn ABM,96,9,1,0,0,381.93,0.0
2025-04-16,Referral,Customer Referral Program,51,11,6,4,1,15.16,2072.45
2025-04-16,Referral,Partner Program,41,6,5,4,2,19.8,3392.79
2025-04-17,Direct,Direct/Brand,223,10,3,0,0,0.0,0.0
2025-04-17,Email,Drip Nurture,103,20,16,12,7,2.05,13249.33
2025-04-17,Email,Newsletter,205,11,5,1,1,4.29,1128.28
2025-04-17,Organic Search,Blog SEO,424,28,10,7,2,23.38,3336.35
2025-04-17,Organic Search,Product Pages SEO,271,18,7,5,1,12.59,1578.72
2025-04-17,Paid Search,Brand Keywords,141,16,10,5,2,253.96,3455.74
2025-04-17,Paid Search,Competitor Keywords,80,6,4,1,0,242.9,0.0
2025-04-17,Paid Search,Generic Keywords,289,19,5,3,1,788.96,1312.05
2025-04-17,Paid Social,Facebook Prospecting,552,17,6,2,0,341.54,0.0
2025-04-17,Paid Social,Instagram Prospecting,377,6,3,1,0,280.06,0.0
2025-04-17,Paid Social,LinkedIn ABM,75,9,5,2,0,345.74,0.0
2025-04-17,Referral,Customer Referral Program,79,19,14,12,3,27.09,4658.06
2025-04-17,Referral,Partner Program,34,7,3,2,0,16.34,0.0
2025-04-18,Direct,Direct/Brand,240,8,5,1,0,0.0,0.0
2025-04-18,Email,Drip Nurture,110,24,12,11,6,2.37,10967.97
2025-04-18,Email,Newsletter,155,15,7,3,0,3.52,0.0
2025-04-18,Organic Search,Blog SEO,449,24,11,6,2,22.7,3265.34
2025-04-18,Organic Search,Product Pages SEO,265,22,15,8,1,13.19,1739.76
2025-04-18,Paid Search,Brand Keywords,134,16,9,5,4,247.59,5986.56
2025-04-18,Paid Search,Competitor Keywords,81,5,1,0,0,279.29,0.0
2025-04-18,Paid Search,Generic Keywords,306,18,9,4,1,767.17,1514.46
2025-04-18,Paid Social,Facebook Prospecting,547,20,3,0,0,331.4,0.0
2025-04-18,Paid Social,Instagram Prospecting,394,10,3,2,0,284.46,0.0
2025-04-18,Paid Social,LinkedIn ABM,102,12,8,6,4,431.03,8855.69
2025-04-18,Referral,Customer Referral Program,53,13,9,4,1,16.45,2193.74
2025-04-18,Referral,Partner Program,48,10,8,7,5,23.06,8574.45
2025-04-19,Direct,Direct/Brand,118,4,1,1,1,0.0,1589.64
2025-04-19,Email,Drip Nurture,74,12,5,3,3,1.47,4480.12
2025-04-19,Email,Newsletter,87,2,1,1,0,1.69,0.0
2025-04-19,Organic Search,Blog SEO,226,5,2,2,0,12.35,0.0
2025-04-19,Organic Search,Product Pages SEO,127,11,7,4,1,6.2,1535.61
2025-04-19,Paid Search,Brand Keywords,80,12,7,6,2,143.91,3432.4
2025-04-19,Paid Search,Competitor Keywords,58,2,0,0,0,191.62,0.0
2025-04-19,Paid Search,Generic Keywords,142,9,1,0,0,371.19,0.0
2025-04-19,Paid Social,Facebook Prospecting,437,14,8,2,0,276.86,0.0
2025-04-19,Paid Social,Instagram Prospecting,309,13,3,2,0,215.71,0.0
2025-04-19,Paid Social,LinkedIn ABM,80,4,3,3,1,357.62,1925.14
2025-04-19,Referral,Customer Referral Program,22,4,4,3,0,6.47,0.0
2025-04-19,Referral,Partner Program,24,5,3,1,0,11.17,0.0
2025-04-20,Direct,Direct/Brand,141,3,1,0,0,0.0,0.0
2025-04-20,Email,Drip Nurture,59,13,11,9,4,1.25,5087.6
2025-04-20,Email,Newsletter,93,9,3,0,0,1.86,0.0
2025-04-20,Organic Search,Blog SEO,253,12,7,4,0,13.61,0.0
2025-04-20,Organic Search,Product Pages SEO,138,8,4,1,0,6.91,0.0
2025-04-20,Paid Search,Brand Keywords,84,15,9,5,3,157.51,3937.57
2025-04-20,Paid Search,Competitor Keywords,53,7,4,3,1,170.79,1156.26
2025-04-20,Paid Search,Generic Keywords,181,14,5,1,1,450.16,1182.26
2025-04-20,Paid Social,Facebook Prospecting,417,11,2,0,0,273.77,0.0
2025-04-20,Paid Social,Instagram Prospecting,338,5,2,1,1,239.6,1006.72
2025-04-20,Paid Social,LinkedIn ABM,79,7,4,3,1,317.49,2365.46
2025-04-20,Referral,Customer Referral Program,37,7,7,5,4,12.24,8372.38
2025-04-20,Referral,Partner Program,15,4,1,0,0,7.69,0.0
2025-04-21,Direct,Direct/Brand,227,10,2,1,1,0.0,1459.77
2025-04-21,Email,Drip Nurture,100,13,7,6,0,2.09,0.0
2025-04-21,Email,Newsletter,183,17,9,7,2,3.75,2188.66
2025-04-21,Organic Search,Blog SEO,412,29,16,12,3,18.98,3523.97
2025-04-21,Organic Search,Product Pages SEO,261,23,11,8,2,13.11,3054.14
2025-04-21,Paid Search,Brand Keywords,123,13,7,6,1,225.79,1787.77
2025-04-21,Paid Search,Competitor Keywords,113,8,1,1,0,359.49,0.0
2025-04-21,Paid Search,Generic Keywords,331,23,6,2,0,869.1,0.0
2025-04-21,Paid Social,Facebook Prospecting,558,12,2,0,0,346.74,0.0
2025-04-21,Paid Social,Instagram Prospecting,390,9,5,1,0,270.44,0.0
2025-04-21,Paid Social,LinkedIn ABM,92,16,8,4,2,387.31,5391.0
2025-04-21,Referral,Customer Referral Program,65,13,10,8,5,16.84,8474.96
2025-04-21,Referral,Partner Program,23,2,2,0,0,11.55,0.0
2025-04-22,Direct,Direct/Brand,244,13,3,3,0,0.0,0.0
2025-04-22,Email,Drip Nurture,133,10,8,6,3,2.64,4753.66
2025-04-22,Email,Newsletter,182,19,12,7,2,3.33,2916.93
2025-04-22,Organic Search,Blog SEO,427,20,8,3,0,21.07,0.0
2025-04-22,Organic Search,Product Pages SEO,256,20,12,7,3,12.54,3588.81
2025-04-22,Paid Search,Brand Keywords,140,22,13,6,3,279.04,5161.88
2025-04-22,Paid Search,Competitor Keywords,88,10,3,3,0,304.59,0.0
2025-04-22,Paid Search,Generic Keywords,287,21,8,6,0,777.11,0.0
2025-04-22,Paid Social,Facebook Prospecting,519,14,2,1,0,318.8,0.0
2025-04-22,Paid Social,Instagram Prospecting,355,7,2,0,0,249.66,0.0
2025-04-22,Paid Social,LinkedIn ABM,76,8,5,4,1,317.25,2048.88
2025-04-22,Referral,Customer Referral Program,61,16,9,6,5,19.13,9861.55
2025-04-22,Referral,Partner Program,44,8,4,3,1,21.11,1604.96
2025-04-23,Direct,Direct/Brand,234,6,2,2,1,0.0,1358.17
2025-04-23,Email,Drip Nurture,110,21,17,12,4,2.24,6465.1
2025-04-23,Email,Newsletter,186,21,10,5,1,3.66,1335.79
2025-04-23,Organic Search,Blog SEO,432,22,7,5,2,20.77,3170.66
2025-04-23,Organic Search,Product Pages SEO,264,17,8,6,2,13.17,2523.98
2025-04-23,Paid Search,Brand Keywords,135,16,7,7,4,268.39,6513.78
2025-04-23,Paid Search,Competitor Keywords,107,12,4,0,0,337.75,0.0
2025-04-23,Paid Search,Generic Keywords,333,25,8,5,2,800.9,2401.78
2025-04-23,Paid Social,Facebook Prospecting,558,18,7,2,0,417.07,0.0
2025-04-23,Paid Social,Instagram Prospecting,427,13,4,1,0,333.97,0.0
2025-04-23,Paid Social,LinkedIn ABM,89,13,4,2,0,391.42,0.0
2025-04-23,Referral,Customer Referral Program,59,11,7,6,4,17.51,5957.48
2025-04-23,Referral,Partner Program,39,6,4,3,0,19.76,0.0
2025-04-24,Direct,Direct/Brand,219,10,6,6,1,0.0,1270.59
2025-04-24,Email,Drip Nurture,110,25,18,12,6,2.18,10105.62
2025-04-24,Email,Newsletter,177,16,8,5,2,3.81,2406.96
2025-04-24,Organic Search,Blog SEO,418,25,9,4,1,24.18,1204.85
2025-04-24,Organic Search,Product Pages SEO,259,23,13,5,3,12.97,5044.52
2025-04-24,Paid Search,Brand Keywords,142,20,10,8,1,274.51,1992.04
2025-04-24,Paid Search,Competitor Keywords,96,10,4,2,0,335.85,0.0
2025-04-24,Paid Search,Generic Keywords,305,21,7,3,1,781.71,1224.26
2025-04-24,Paid Social,Facebook Prospecting,530,18,8,6,1,345.74,1405.95
2025-04-24,Paid Social,Instagram Prospecting,374,8,3,0,0,270.36,0.0
2025-04-24,Paid Social,LinkedIn ABM,82,4,2,1,1,368.29,2482.68
2025-04-24,Referral,Customer Referral Program,69,13,9,7,4,18.77,7195.87
2025-04-24,Referral,Partner Program,32,6,6,2,1,17.55,2196.62
2025-04-25,Direct,Direct/Brand,241,13,4,2,1,0.0,1529.1
2025-04-25,Email,Drip Nurture,127,19,10,8,4,2.38,5891.27
2025-04-25,Email,Newsletter,191,11,3,1,0,3.86,0.0
2025-04-25,Organic Search,Blog SEO,442,23,10,6,2,24.51,2503.44
2025-04-25,Organic Search,Product Pages SEO,247,25,13,6,3,12.71,5029.98
2025-04-25,Paid Search,Brand Keywords,130,22,13,9,5,239.96,8110.41
2025-04-25,Paid Search,Competitor Keywords,97,7,3,1,0,308.51,0.0
2025-04-25,Paid Search,Generic Keywords,323,13,7,3,0,827.29,0.0
2025-04-25,Paid Social,Facebook Prospecting,516,19,7,0,0,304.55,0.0
2025-04-25,Paid Social,Instagram Prospecting,371,2,1,0,0,255.67,0.0
2025-04-25,Paid Social,LinkedIn ABM,100,10,4,1,0,387.21,0.0
2025-04-25,Referral,Customer Referral Program,66,12,10,7,5,20.73,7818.44
2025-04-25,Referral,Partner Program,41,9,5,5,1,17.83,1589.01
2025-04-26,Direct,Direct/Brand,122,4,2,0,0,0.0,0.0
2025-04-26,Email,Drip Nurture,67,9,7,4,1,1.43,1708.73
2025-04-26,Email,Newsletter,83,7,5,4,2,1.69,1988.36
2025-04-26,Organic Search,Blog SEO,217,14,8,4,2,12.11,3464.47
2025-04-26,Organic Search,Product Pages SEO,165,20,7,3,2,8.29,2769.78
2025-04-26,Paid Search,Brand Keywords,96,23,14,7,2,175.89,3247.67
2025-04-26,Paid Search,Competitor Keywords,44,6,1,0,0,158.7,0.0
2025-04-26,Paid Search,Generic Keywords,176,8,2,1,1,455.26,1494.92
2025-04-26,Paid Social,Facebook Prospecting,450,10,1,0,0,265.34,0.0
2025-04-26,Paid Social,Instagram Prospecting,307,7,0,0,0,211.43,0.0
2025-04-26,Paid Social,LinkedIn ABM,76,13,10,8,2,339.48,5264.91
2025-04-26,Referral,Customer Referral Program,38,7,6,5,3,11.4,4591.16
2025-04-26,Referral,Partner Program,21,5,5,3,3,9.92,5699.41
2025-04-27,Direct,Direct/Brand,124,8,3,2,1,0.0,1107.39
2025-04-27,Email,Drip Nurture,56,9,6,5,3,1.12,4636.82
2025-04-27,Email,Newsletter,97,12,4,4,3,1.87,3198.38
2025-04-27,Organic Search,Blog SEO,231,10,7,6,4,11.03,5996.52
2025-04-27,Organic Search,Product Pages SEO,133,12,7,5,2,7.39,3409.49
2025-04-27,Paid Search,Brand Keywords,85,13,7,6,1,157.86,1467.9
2025-04-27,Paid Search,Competitor Keywords,53,5,5,3,0,173.02,0.0
2025-04-27,Paid Search,Generic Keywords,149,11,3,3,0,381.51,0.0
2025-04-27,Paid Social,Facebook Prospecting,407,11,4,2,0,266.93,0.0
2025-04-27,Paid Social,Instagram Prospecting,340,7,2,1,0,255.2,0.0
2025-04-27,Paid Social,LinkedIn ABM,69,11,6,5,2,268.02,5647.79
2025-04-27,Referral,Customer Referral Program,43,8,7,5,4,12.77,7412.21
2025-04-27,Referral,Partner Program,19,4,2,1,0,10.35,0.0
2025-04-28,Direct,Direct/Brand,242,16,9,3,2,0.0,3049.2
2025-04-28,Email,Drip Nurture,113,21,15,11,6,2.31,10166.4
2025-04-28,Email,Newsletter,186,19,6,2,0,3.72,0.0
2025-04-28,Organic Search,Blog SEO,416,28,14,5,2,20.38,3248.61
2025-04-28,Organic Search,Product Pages SEO,266,25,10,5,1,13.51,1949.12
2025-04-28,Paid Search,Brand Keywords,134,17,8,5,1,223.41,1674.17
2025-04-28,Paid Search,Competitor Keywords,103,6,4,3,2,352.35,2925.68
2025-04-28,Paid Search,Generic Keywords,286,28,15,8,4,699.34,5539.17
2025-04-28,Paid Social,Facebook Prospecting,466,18,8,0,0,297.3,0.0
2025-04-28,Paid Social,Instagram Prospecting,349,7,0,0,0,238.71,0.0
2025-04-28,Paid Social,LinkedIn ABM,78,5,4,2,0,321.82,0.0
2025-04-28,Referral,Customer Referral Program,70,22,14,10,3,21.1,5035.24
2025-04-28,Referral,Partner Program,42,8,6,5,3,22.11,6337.24
2025-04-29,Direct,Direct/Brand,215,6,3,1,1,0.0,1375.42
2025-04-29,Email,Drip Nurture,109,26,14,8,2,2.13,2570.42
2025-04-29,Email,Newsletter,179,11,6,2,2,3.19,2655.44
2025-04-29,Organic Search,Blog SEO,397,26,11,10,3,19.97,4645.74
2025-04-29,Organic Search,Product Pages SEO,241,17,7,3,0,11.93,0.0
2025-04-29,Paid Search,Brand Keywords,136,19,10,7,3,241.03,5004.35
2025-04-29,Paid Search,Competitor Keywords,102,11,5,2,1,317.09,1172.59
2025-04-29,Paid Search,Generic Keywords,283,18,7,4,2,772.6,2750.55
2025-04-29,Paid Social,Facebook Prospecting,474,17,6,2,0,301.23,0.0
2025-04-29,Paid Social,Instagram Prospecting,352,8,3,1,0,243.24,0.0
2025-04-29,Paid Social,LinkedIn ABM,92,8,5,4,0,352.2,0.0
2025-04-29,Referral,Customer Referral Program,46,16,13,12,8,13.23,13925.17
2025-04-29,Referral,Partner Program,41,7,5,1,1,20.36,1689.95
2025-04-30,Direct,Direct/Brand,225,6,5,2,1,0.0,1297.69
2025-04-30,Email,Drip Nurture,113,18,12,8,3,2.25,4389.62
2025-04-30,Email,Newsletter,186,27,12,6,2,3.81,2989.1
2025-04-30,Organic Search,Blog SEO,419,16,8,6,1,20.13,845.29
2025-04-30,Organic Search,Product Pages SEO,279,21,8,7,3,15.19,5060.91
2025-04-30,Paid Search,Brand Keywords,129,11,4,2,1,237.54,1446.14
2025-04-30,Paid Search,Competitor Keywords,97,10,6,3,1,306.2,924.64
2025-04-30,Paid Search,Generic Keywords,302,15,3,0,0,738.9,0.0
2025-04-30,Paid Social,Facebook Prospecting,514,20,11,6,1,332.99,1437.82
2025-04-30,Paid Social,Instagram Prospecting,371,10,2,2,0,258.48,0.0
2025-04-30,Paid Social,LinkedIn ABM,95,10,6,2,0,391.12,0.0
2025-04-30,Referral,Customer Referral Program,47,12,9,7,5,12.98,7909.7
2025-04-30,Referral,Partner Program,35,0,0,0,0,17.72,0.0
2025-05-01,Direct,Direct/Brand,217,11,3,3,1,0.0,1546.54
2025-05-01,Email,Drip Nurture,116,21,11,5,2,2.16,2628.13
2025-05-01,Email,Newsletter,185,14,8,6,4,3.81,6121.01
2025-05-01,Organic Search,Blog SEO,453,25,13,9,2,25.84,2588.66
2025-05-01,Organic Search,Product Pages SEO,255,20,10,10,5,13.76,6765.95
2025-05-01,Paid Search,Brand Keywords,135,23,17,7,3,256.56,3619.07
2025-05-01,Paid Search,Competitor Keywords,97,10,6,4,0,345.91,0.0
2025-05-01,Paid Search,Generic Keywords,324,21,5,3,0,877.47,0.0
2025-05-01,Paid Social,Facebook Prospecting,533,16,4,2,1,372.46,1288.72
2025-05-01,Paid Social,Instagram Prospecting,365,20,7,2,0,245.74,0.0
2025-05-01,Paid Social,LinkedIn ABM,85,4,3,3,2,366.08,4093.47
2025-05-01,Referral,Customer Referral Program,87,22,10,3,2,24.96,3480.4
2025-05-01,Referral,Partner Program,36,10,5,4,2,17.4,4087.98
2025-05-02,Direct,Direct/Brand,247,13,5,4,1,0.0,1187.33
2025-05-02,Email,Drip Nurture,109,17,10,7,4,2.01,6460.48
2025-05-02,Email,Newsletter,166,20,8,7,2,3.29,3008.75
2025-05-02,Organic Search,Blog SEO,437,26,19,9,0,21.21,0.0
2025-05-02,Organic Search,Product Pages SEO,250,15,8,5,1,12.96,1617.89
2025-05-02,Paid Search,Brand Keywords,152,25,12,9,4,283.04,6773.44
2025-05-02,Paid Search,Competitor Keywords,87,7,5,4,1,311.79,1733.83
2025-05-02,Paid Search,Generic Keywords,345,21,7,5,3,934.98,5184.19
2025-05-02,Paid Social,Facebook Prospecting,519,15,5,1,1,333.77,1169.43
2025-05-02,Paid Social,Instagram Prospecting,423,6,3,1,0,293.17,0.0
2025-05-02,Paid Social,LinkedIn ABM,103,9,7,3,0,433.34,0.0
2025-05-02,Referral,Customer Referral Program,55,12,9,5,2,15.8,3335.88
2025-05-02,Referral,Partner Program,36,8,5,3,1,18.49,2056.93
2025-05-03,Direct,Direct/Brand,135,11,3,1,0,0.0,0.0
2025-05-03,Email,Drip Nurture,63,9,6,5,3,1.29,4612.43
2025-05-03,Email,Newsletter,105,15,7,5,3,2.06,4520.59
2025-05-03,Organic Search,Blog SEO,263,13,4,4,0,12.47,0.0
2025-05-03,Organic Search,Product Pages SEO,146,9,5,2,1,7.86,1702.06
2025-05-03,Paid Search,Brand Keywords,69,18,8,5,5,133.76,8920.71
2025-05-03,Paid Search,Competitor Keywords,45,7,1,1,0,174.69,0.0
2025-05-03,Paid Search,Generic Keywords,195,8,5,2,0,566.9,0.0
2025-05-03,Paid Social,Facebook Prospecting,454,17,2,1,0,324.37,0.0
2025-05-03,Paid Social,Instagram Prospecting,335,8,5,2,1,237.3,762.52
2025-05-03,Paid Social,LinkedIn ABM,73,5,4,2,1,312.17,2415.67
2025-05-03,Referral,Customer Referral Program,23,6,5,5,3,6.15,6005.71
2025-05-03,Referral,Partner Program,14,2,2,1,1,6.39,1750.9
2025-05-04,Direct,Direct/Brand,109,2,1,1,1,0.0,1319.31
2025-05-04,Email,Drip Nurture,63,10,6,4,1,1.19,1895.94
2025-05-04,Email,Newsletter,107,9,5,4,2,2.13,1931.64
2025-05-04,Organic Search,Blog SEO,230,15,7,5,3,12.05,5321.99
2025-05-04,Organic Search,Product Pages SEO,145,11,7,6,0,7.48,0.0
2025-05-04,Paid Search,Brand Keywords,82,16,9,5,2,161.5,2851.71
2025-05-04,Paid Search,Competitor Keywords,51,5,1,1,0,181.24,0.0
2025-05-04,Paid Search,Generic Keywords,187,9,5,3,0,434.97,0.0
2025-05-04,Paid Social,Facebook Prospecting,448,16,5,1,0,299.16,0.0
2025-05-04,Paid Social,Instagram Prospecting,323,4,0,0,0,235.77,0.0
2025-05-04,Paid Social,LinkedIn ABM,87,7,4,2,0,359.75,0.0
2025-05-04,Referral,Customer Referral Program,29,7,6,6,1,8.05,1493.63
2025-05-04,Referral,Partner Program,24,7,4,3,0,12.17,0.0
2025-05-05,Direct,Direct/Brand,271,12,4,2,0,0.0,0.0
2025-05-05,Email,Drip Nurture,128,22,11,5,3,2.49,4074.23
2025-05-05,Email,Newsletter,182,16,9,8,5,3.55,6268.35
2025-05-05,Organic Search,Blog SEO,430,24,9,4,0,20.35,0.0
2025-05-05,Organic Search,Product Pages SEO,275,21,10,8,1,13.71,1869.81
2025-05-05,Paid Search,Brand Keywords,129,19,16,14,4,241.23,6071.11
2025-05-05,Paid Search,Competitor Keywords,89,19,5,2,2,290.84,3005.12
2025-05-05,Paid Search,Generic Keywords,290,25,10,4,0,767.57,0.0
2025-05-05,Paid Social,Facebook Prospecting,585,14,4,3,0,314.62,0.0
2025-05-05,Paid Social,Instagram Prospecting,394,5,1,0,0,296.17,0.0
2025-05-05,Paid Social,LinkedIn ABM,114,15,10,5,2,489.35,5979.21
2025-05-05,Referral,Customer Referral Program,75,12,9,6,2,24.76,3211.39
2025-05-05,Referral,Partner Program,49,11,9,5,1,24.02,1948.75
2025-05-06,Direct,Direct/Brand,204,12,6,5,1,0.0,1640.06
2025-05-06,Email,Drip Nurture,120,27,21,17,7,2.38,11476.78
2025-05-06,Email,Newsletter,175,17,9,5,0,4.08,0.0
2025-05-06,Organic Search,Blog SEO,430,30,13,10,5,22.22,7708.32
2025-05-06,Organic Search,Product Pages SEO,240,14,9,3,3,12.12,5615.77
2025-05-06,Paid Search,Brand Keywords,145,29,18,10,3,264.29,5464.9
2025-05-06,Paid Search,Competitor Keywords,75,10,4,0,0,261.05,0.0
2025-05-06,Paid Search,Generic Keywords,297,28,6,2,1,797.14,1143.75
2025-05-06,Paid Social,Facebook Prospecting,530,19,3,0,0,357.48,0.0
2025-05-06,Paid Social,Instagram Prospecting,375,17,4,0,0,261.29,0.0
2025-05-06,Paid Social,LinkedIn ABM,124,10,5,1,0,500.79,0.0
2025-05-06,Referral,Customer Referral Program,65,18,13,10,8,20.21,16615.76
2025-05-06,Referral,Partner Program,38,11,9,6,4,19.73,5843.53
2025-05-07,Direct,Direct/Brand,221,9,3,2,1,0.0,1336.66
2025-05-07,Email,Drip Nurture,114,27,19,17,9,2.5,14094.19
2025-05-07,Email,Newsletter,163,16,5,3,1,3.11,1107.94
2025-05-07,Organic Search,Blog SEO,454,34,12,6,3,22.42,4069.91
2025-05-07,Organic Search,Product Pages SEO,276,21,7,4,3,14.0,5028.99
2025-05-07,Paid Search,Brand Keywords,155,24,11,7,3,304.11,4231.8
2025-05-07,Paid Search,Competitor Keywords,87,11,5,2,2,280.74,3055.62
2025-05-07,Paid Search,Generic Keywords,296,27,12,8,2,669.22,2641.68
2025-05-07,Paid Social,Facebook Prospecting,482,20,5,3,0,324.99,0.0
2025-05-07,Paid Social,Instagram Prospecting,390,13,5,1,1,282.23,1271.99
2025-05-07,Paid Social,LinkedIn ABM,96,13,7,4,0,377.65,0.0
2025-05-07,Referral,Customer Referral Program,81,15,10,10,6,23.7,9480.36
2025-05-07,Referral,Partner Program,40,8,4,3,1,19.98,1900.88
2025-05-08,Direct,Direct/Brand,224,7,5,3,0,0.0,0.0
2025-05-08,Email,Drip Nurture,120,25,19,15,5,2.54,9657.79
2025-05-08,Email,Newsletter,200,25,9,5,1,4.05,1193.74
2025-05-08,Organic Search,Blog SEO,421,30,11,7,0,19.66,0.0
2025-05-08,Organic Search,Product Pages SEO,281,30,12,10,2,13.74,2320.77
2025-05-08,Paid Search,Brand Keywords,146,22,16,11,7,268.75,10421.7
2025-05-08,Paid Search,Competitor Keywords,103,8,2,1,0,382.53,0.0
2025-05-08,Paid Search,Generic Keywords,365,21,6,6,1,930.33,1184.21
2025-05-08,Paid Social,Facebook Prospecting,506,9,1,1,1,315.4,904.41
2025-05-08,Paid Social,Instagram Prospecting,357,4,0,0,0,270.94,0.0
2025-05-08,Paid Social,LinkedIn ABM,107,5,2,1,0,451.4,0.0
2025-05-08,Referral,Customer Referral Program,66,24,22,14,11,20.74,18574.31
2025-05-08,Referral,Partner Program,45,11,7,6,2,20.63,4384.72
2025-05-09,Direct,Direct/Brand,242,13,5,3,3,0.0,4121.95
2025-05-09,Email,Drip Nurture,113,19,14,13,4,2.33,3764.4
2025-05-09,Email,Newsletter,185,24,9,5,1,3.59,1335.31
2025-05-09,Organic Search,Blog SEO,392,27,16,9,3,20.74,4350.59
2025-05-09,Organic Search,Product Pages SEO,272,22,12,10,4,14.88,6267.16
2025-05-09,Paid Search,Brand Keywords,134,24,16,12,6,269.17,7010.22
2025-05-09,Paid Search,Competitor Keywords,98,12,5,3,0,324.1,0.0
2025-05-09,Paid Search,Generic Keywords,317,22,12,7,3,673.66,2707.77
2025-05-09,Paid Social,Facebook Prospecting,569,16,4,0,0,371.78,0.0
2025-05-09,Paid Social,Instagram Prospecting,381,15,5,1,0,264.95,0.0
2025-05-09,Paid Social,LinkedIn ABM,88,8,5,5,1,368.99,2621.96
2025-05-09,Referral,Customer Referral Program,73,19,12,11,5,19.08,6250.75
2025-05-09,Referral,Partner Program,35,6,5,2,1,18.93,2154.69
2025-05-10,Direct,Direct/Brand,130,5,4,3,2,0.0,3043.45
2025-05-10,Email,Drip Nurture,64,17,12,7,3,1.19,4035.81
2025-05-10,Email,Newsletter,100,10,9,7,3,2.23,3732.97
2025-05-10,Organic Search,Blog SEO,248,13,7,5,1,11.89,1455.35
2025-05-10,Organic Search,Product Pages SEO,161,16,9,6,2,8.56,3031.09
2025-05-10,Paid Search,Brand Keywords,76,14,9,4,1,131.87,1140.13
2025-05-10,Paid Search,Competitor Keywords,51,3,0,0,0,182.91,0.0
2025-05-10,Paid Search,Generic Keywords,170,8,4,2,1,454.03,1460.25
2025-05-10,Paid Social,Facebook Prospecting,462,17,8,2,0,310.2,0.0
2025-05-10,Paid Social,Instagram Prospecting,362,10,3,1,1,271.92,873.4
2025-05-10,Paid Social,LinkedIn ABM,76,11,5,5,1,302.93,2419.61
2025-05-10,Referral,Customer Referral Program,50,11,8,5,2,15.22,3414.12
2025-05-10,Referral,Partner Program,23,3,2,2,1,10.94,1631.34
2025-05-11,Direct,Direct/Brand,130,5,2,1,0,0.0,0.0
2025-05-11,Email,Drip Nurture,68,12,6,5,1,1.24,1299.66
2025-05-11,Email,Newsletter,117,12,6,3,0,2.16,0.0
2025-05-11,Organic Search,Blog SEO,241,17,9,4,2,11.79,3227.42
2025-05-11,Organic Search,Product Pages SEO,142,16,8,7,1,7.41,1726.41
2025-05-11,Paid Search,Brand Keywords,81,11,8,5,1,158.72,1381.57
2025-05-11,Paid Search,Competitor Keywords,40,3,1,0,0,128.81,0.0
2025-05-11,Paid Search,Generic Keywords,187,10,5,3,2,520.01,2571.84
2025-05-11,Paid Social,Facebook Prospecting,473,13,6,3,0,308.59,0.0
2025-05-11,Paid Social,Instagram Prospecting,317,3,1,1,0,206.74,0.0
2025-05-11,Paid Social,LinkedIn ABM,81,9,5,3,1,360.21,1897.2
2025-05-11,Referral,Customer Referral Program,41,5,3,3,1,11.38,1663.82
2025-05-11,Referral,Partner Program,23,6,4,3,1,12.23,2252.75
2025-05-12,Direct,Direct/Brand,233,11,4,1,0,0.0,0.0
2025-05-12,Email,Drip Nurture,110,19,13,11,3,2.06,4637.23
2025-05-12,Email,Newsletter,185,19,12,5,1,3.91,1111.42
2025-05-12,Organic Search,Blog SEO,405,15,7,4,2,20.2,2945.59
2025-05-12,Organic Search,Product Pages SEO,258,24,9,6,1,12.05,1352.24
2025-05-12,Paid Search,Brand Keywords,148,23,17,13,3,294.88,4170.1
2025-05-12,Paid Search,Competitor Keywords,108,10,6,4,0,377.54,0.0
2025-05-12,Paid Search,Generic Keywords,348,18,4,1,0,842.13,0.0
2025-05-12,Paid Social,Facebook Prospecting,534,13,2,1,0,314.72,0.0
2025-05-12,Paid Social,Instagram Prospecting,411,10,2,1,1,291.25,1119.56
2025-05-12,Paid Social,LinkedIn ABM,87,5,5,3,1,399.16,2291.19
2025-05-12,Referral,Customer Referral Program,61,16,9,5,1,20.78,1235.84
